종목,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
코스피 종합지수,1,아래,손절불가,전체,47,-24.17,-0.51,42.55,0.998,50.04,-7.49,3.43,-3.44,27,6.96,-8.66,-10.13,4.28,0,0,7.77,예,1980-01-19,2026-01-20,판정 안 함
코스피 종합지수,1,아래,손절불가,앞 절반,23,-35.08,-1.53,34.78,0.798,55.62,-20.84,3.25,-4.07,15,6.85,-8.66,-10.13,4.4,0,0,8.61,예,1980-01-19,2002-01-18,판정 안 함
코스피 종합지수,1,아래,손절불가,뒤 절반,24,10.9,0.45,50.0,1.343,42.68,7.32,3.56,-2.65,12,6.96,-6.93,-6.93,4.02,0,0,6.96,예,2003-01-20,2026-01-20,판정 안 함
코스피 종합지수,1,아래,손절불가,최근 10년,10,2.98,0.3,40.0,1.8,35.71,4.29,4.46,-2.48,6,6.96,-6.93,-6.93,4.42,0,0,6.8,예,2017-01-20,2026-01-20,판정 안 함
코스피 종합지수,1,아래,손절불가,최근 5년,5,-2.09,-0.42,40.0,1.158,46.35,-6.35,3.53,-3.05,3,6.96,-6.93,-6.93,4.95,0,0,6.4,아니오,2022-01-20,2026-01-20,판정 안 함
코스피 종합지수,1,위,손절불가,전체,47,24.17,0.51,57.45,1.002,49.96,7.49,3.44,-3.43,20,8.66,-6.96,-13.4,4.28,0,0,7.77,예,1980-01-19,2026-01-20,판정 안 함
코스피 종합지수,1,위,손절불가,앞 절반,23,35.08,1.53,65.22,1.253,44.38,20.84,4.07,-3.25,8,8.66,-6.85,-13.4,4.4,0,0,8.61,예,1980-01-19,2002-01-18,판정 안 함
코스피 종합지수,1,위,손절불가,뒤 절반,24,-10.9,-0.45,50.0,0.744,57.32,-7.32,2.65,-3.56,12,6.93,-6.96,-8.67,4.02,0,0,6.96,예,2003-01-20,2026-01-20,판정 안 함
코스피 종합지수,1,위,손절불가,최근 10년,10,-2.98,-0.3,60.0,0.555,64.29,-4.29,2.48,-4.46,4,6.93,-6.96,-8.67,4.42,0,0,6.8,예,2017-01-20,2026-01-20,판정 안 함
코스피 종합지수,1,위,손절불가,최근 5년,5,2.09,0.42,60.0,0.864,53.65,6.35,3.05,-3.53,2,6.93,-6.96,-8.67,4.95,0,0,6.4,아니오,2022-01-20,2026-01-20,판정 안 함
코스피 종합지수,2,아래,손절불가,전체,47,31.01,0.66,46.81,1.96,33.79,13.02,3.36,-1.71,25,9.5,-7.5,-8.59,3.4,0,0,6.36,예,1980-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,아래,손절불가,앞 절반,23,16.2,0.7,47.83,1.838,35.23,12.6,3.62,-1.97,12,7.64,-7.06,-7.06,3.63,0,0,6.87,예,1980-02-20,2002-02-20,판정 안 함
코스피 종합지수,2,아래,손절불가,뒤 절반,24,14.81,0.62,45.83,2.095,32.31,13.52,3.09,-1.47,13,9.5,-7.5,-8.59,3.24,0,0,5.88,예,2003-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,아래,손절불가,최근 10년,10,14.25,1.43,70.0,1.16,46.3,23.7,3.23,-2.78,3,9.5,-7.5,-8.59,4.28,0,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,아래,손절불가,최근 5년,5,1.02,0.2,80.0,0.284,77.87,2.13,2.13,-7.5,1,4.57,-7.5,-8.59,4.55,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
코스피 종합지수,2,위,손절불가,전체,47,-31.01,-0.66,53.19,0.51,66.21,-13.02,1.71,-3.36,22,7.5,-9.5,-9.5,3.4,0,0,6.36,예,1980-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,위,손절불가,앞 절반,23,-16.2,-0.7,52.17,0.544,64.77,-12.6,1.97,-3.62,11,7.06,-7.64,-7.64,3.63,0,0,6.87,예,1980-02-20,2002-02-20,판정 안 함
코스피 종합지수,2,위,손절불가,뒤 절반,24,-14.81,-0.62,54.17,0.477,67.69,-13.52,1.47,-3.09,11,7.5,-9.5,-9.5,3.24,0,0,5.88,예,2003-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,위,손절불가,최근 10년,10,-14.25,-1.43,30.0,0.862,53.7,-23.7,2.78,-3.23,7,7.5,-9.5,-9.5,4.28,0,0,5.9,예,2017-02-20,2026-02-20,판정 안 함
코스피 종합지수,2,위,손절불가,최근 5년,5,-1.02,-0.2,20.0,3.519,22.13,-2.13,7.5,-2.13,4,7.5,-4.57,-4.57,4.55,0,0,6.0,아니오,2022-02-18,2026-02-20,판정 안 함
코스피 종합지수,3,아래,손절불가,전체,47,-34.71,-0.74,36.17,1.05,48.77,-12.6,3.0,-2.86,30,12.61,-12.04,-12.04,4.2,0,0,8.4,예,1980-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,아래,손절불가,앞 절반,23,-22.01,-0.96,39.13,0.747,57.24,-18.11,2.26,-3.03,14,8.54,-10.04,-10.04,3.78,0,0,9.0,예,1980-03-20,2002-03-20,판정 안 함
코스피 종합지수,3,아래,손절불가,뒤 절반,24,-12.69,-0.53,33.33,1.415,41.41,-8.08,3.84,-2.71,16,12.61,-12.04,-12.04,4.63,0,0,7.83,예,2003-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,아래,손절불가,최근 10년,10,0.81,0.08,40.0,1.558,39.09,0.91,5.45,-3.5,6,12.61,-12.04,-12.04,6.41,0,0,7.8,예,2017-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,아래,손절불가,최근 5년,5,10.45,2.09,40.0,3.44,22.52,17.48,9.26,-2.69,3,12.61,-4.1,-4.1,7.01,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
코스피 종합지수,3,위,손절불가,전체,47,34.71,0.74,63.83,0.952,51.23,12.6,2.86,-3.0,17,12.04,-12.61,-12.61,4.2,0,0,8.4,예,1980-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,위,손절불가,앞 절반,23,22.01,0.96,60.87,1.339,42.76,18.11,3.03,-2.26,9,10.04,-8.54,-8.54,3.78,0,0,9.0,예,1980-03-20,2002-03-20,판정 안 함
코스피 종합지수,3,위,손절불가,뒤 절반,24,12.69,0.53,66.67,0.707,58.59,8.08,2.71,-3.84,8,12.04,-12.61,-12.61,4.63,0,0,7.83,예,2003-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,위,손절불가,최근 10년,10,-0.81,-0.08,60.0,0.642,60.91,-0.91,3.5,-5.45,4,12.04,-12.61,-12.61,6.41,0,0,7.8,예,2017-03-20,2026-03-20,판정 안 함
코스피 종합지수,3,위,손절불가,최근 5년,5,-10.45,-2.09,60.0,0.291,77.48,-17.48,2.69,-9.26,2,4.1,-12.61,-12.61,7.01,0,0,7.8,아니오,2022-03-18,2026-03-20,판정 안 함
코스피 종합지수,4,아래,손절불가,전체,47,-12.71,-0.27,44.68,1.022,49.45,-4.77,2.87,-2.8,26,10.27,-9.97,-9.97,3.68,0,0,7.7,예,1980-04-19,2026-04-20,판정 안 함
코스피 종합지수,4,아래,손절불가,앞 절반,23,-4.81,-0.21,43.48,1.149,46.54,-3.06,3.65,-3.18,13,10.27,-9.97,-9.97,4.48,0,0,8.26,예,1980-04-19,2002-04-19,판정 안 함
코스피 종합지수,4,아래,손절불가,뒤 절반,24,-7.9,-0.33,45.83,0.886,53.02,-7.19,2.15,-2.43,13,6.1,-6.11,-7.59,2.81,0,0,7.17,예,2003-04-18,2026-04-20,판정 안 함
코스피 종합지수,4,아래,손절불가,최근 10년,10,-13.61,-1.36,40.0,0.464,68.29,-28.29,1.53,-3.28,6,2.4,-6.11,-7.59,2.8,0,0,7.0,예,2017-04-20,2026-04-20,판정 안 함
코스피 종합지수,4,아래,손절불가,최근 5년,5,-9.65,-1.93,40.0,0.38,72.47,-32.47,1.64,-4.31,3,2.4,-6.11,-7.59,3.49,0,0,7.2,아니오,2022-04-20,2026-04-20,판정 안 함
코스피 종합지수,4,위,손절불가,전체,47,12.71,0.27,55.32,0.978,50.55,4.77,2.8,-2.87,21,9.97,-10.27,-10.27,3.68,0,0,7.7,예,1980-04-19,2026-04-20,판정 안 함
코스피 종합지수,4,위,손절불가,앞 절반,23,4.81,0.21,56.52,0.871,53.46,3.06,3.18,-3.65,10,9.97,-10.27,-10.27,4.48,0,0,8.26,예,1980-04-19,2002-04-19,판정 안 함
코스피 종합지수,4,위,손절불가,뒤 절반,24,7.9,0.33,54.17,1.129,46.98,7.19,2.43,-2.15,11,6.11,-6.1,-9.31,2.81,0,0,7.17,예,2003-04-18,2026-04-20,판정 안 함
코스피 종합지수,4,위,손절불가,최근 10년,10,13.61,1.36,60.0,2.154,31.71,28.29,3.28,-1.53,4,6.11,-2.4,-3.05,2.8,0,0,7.0,예,2017-04-20,2026-04-20,판정 안 함
코스피 종합지수,4,위,손절불가,최근 5년,5,9.65,1.93,60.0,2.632,27.53,32.47,4.31,-1.64,2,6.11,-2.4,-3.05,3.49,0,0,7.2,아니오,2022-04-20,2026-04-20,판정 안 함
코스피 종합지수,5,아래,손절불가,전체,47,-55.7,-1.19,40.43,0.67,59.89,-19.46,2.44,-3.65,28,10.06,-17.58,-17.58,4.33,0,0,8.17,예,1980-05-20,2026-05-20,판정 안 함
코스피 종합지수,5,아래,손절불가,앞 절반,23,-13.6,-0.59,47.83,0.754,57.0,-9.17,2.77,-3.67,12,10.06,-10.46,-10.46,4.41,0,0,8.96,예,1980-05-20,2002-05-20,판정 안 함
코스피 종합지수,5,아래,손절불가,뒤 절반,24,-42.09,-1.75,33.33,0.549,64.58,-31.25,1.99,-3.62,16,3.98,-17.58,-17.58,4.27,0,0,7.42,예,2003-05-20,2026-05-20,판정 안 함
코스피 종합지수,5,아래,손절불가,최근 10년,10,-24.42,-2.44,30.0,0.464,68.3,-38.3,2.02,-4.35,7,3.85,-17.58,-17.58,5.76,0,0,7.6,예,2017-05-19,2026-05-20,판정 안 함
코스피 종합지수,5,아래,손절불가,최근 5년,5,-20.73,-4.15,20.0,0.627,61.47,-41.47,3.85,-6.14,4,3.85,-17.58,-17.58,8.02,0,0,7.4,아니오,2022-05-20,2026-05-20,판정 안 함
코스피 종합지수,5,위,손절불가,전체,47,55.7,1.19,59.57,1.493,40.11,19.46,3.65,-2.44,19,17.58,-10.06,-15.49,4.33,0,0,8.17,예,1980-05-20,2026-05-20,판정 안 함
코스피 종합지수,5,위,손절불가,앞 절반,23,13.6,0.59,52.17,1.326,43.0,9.17,3.67,-2.77,11,10.46,-10.06,-15.49,4.41,0,0,8.96,예,1980-05-20,2002-05-20,판정 안 함
코스피 종합지수,5,위,손절불가,뒤 절반,24,42.09,1.75,66.67,1.823,35.42,31.25,3.62,-1.99,8,17.58,-3.98,-5.58,4.27,0,0,7.42,예,2003-05-20,2026-05-20,판정 안 함
코스피 종합지수,5,위,손절불가,최근 10년,10,24.42,2.44,70.0,2.155,31.7,38.3,4.35,-2.02,3,17.58,-3.85,-3.89,5.76,0,0,7.6,예,2017-05-19,2026-05-20,판정 안 함
코스피 종합지수,5,위,손절불가,최근 5년,5,20.73,4.15,80.0,1.595,38.53,41.47,6.14,-3.85,1,17.58,-3.85,-3.89,8.02,0,0,7.4,아니오,2022-05-20,2026-05-20,판정 안 함
코스피 종합지수,6,아래,손절불가,전체,47,6.07,0.13,59.57,0.748,57.22,2.35,2.34,-3.13,19,6.36,-8.07,-8.07,3.52,0,0,7.66,예,1980-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,아래,손절불가,앞 절반,23,5.04,0.22,65.22,0.611,62.09,3.13,2.66,-4.35,8,5.79,-8.07,-8.07,4.21,0,0,8.22,예,1980-06-20,2002-06-20,판정 안 함
코스피 종합지수,6,아래,손절불가,뒤 절반,24,1.03,0.04,54.17,0.881,53.15,1.02,1.98,-2.24,11,6.36,-5.94,-5.94,2.78,0,0,7.12,예,2003-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,아래,손절불가,최근 10년,10,10.4,1.04,70.0,1.709,36.92,33.08,1.98,-1.16,3,6.36,-1.65,-2.86,2.3,0,0,7.1,예,2017-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,아래,손절불가,최근 5년,5,9.06,1.81,80.0,1.623,38.12,41.88,2.68,-1.65,1,6.36,-1.65,-2.86,2.97,0,0,7.0,아니오,2022-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,위,손절불가,전체,47,-6.07,-0.13,40.43,1.337,42.78,-2.35,3.13,-2.34,28,8.07,-6.36,-9.65,3.52,0,0,7.66,예,1980-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,위,손절불가,앞 절반,23,-5.04,-0.22,34.78,1.638,37.91,-3.13,4.35,-2.66,15,8.07,-5.79,-9.65,4.21,0,0,8.22,예,1980-06-20,2002-06-20,판정 안 함
코스피 종합지수,6,위,손절불가,뒤 절반,24,-1.03,-0.04,45.83,1.134,46.85,-1.02,2.24,-1.98,13,5.94,-6.36,-9.37,2.78,0,0,7.12,예,2003-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,위,손절불가,최근 10년,10,-10.4,-1.04,30.0,0.585,63.08,-33.08,1.16,-1.98,7,1.65,-6.36,-9.37,2.3,0,0,7.1,예,2017-06-20,2026-06-19,판정 안 함
코스피 종합지수,6,위,손절불가,최근 5년,5,-9.06,-1.81,20.0,0.616,61.88,-41.88,1.65,-2.68,4,1.65,-6.36,-9.37,2.97,0,0,7.0,아니오,2022-06-20,2026-06-19,판정 안 함
코스피 종합지수,7,아래,손절불가,전체,47,-24.5,-0.52,42.55,0.928,51.85,-9.3,2.7,-2.91,27,9.36,-9.85,-12.52,3.64,0,0,8.51,예,1980-07-19,2026-07-20,판정 안 함
코스피 종합지수,7,아래,손절불가,앞 절반,23,0.43,0.02,52.17,0.926,51.91,0.26,3.45,-3.72,11,9.36,-9.85,-12.52,4.62,0,0,9.13,예,1980-07-19,2002-07-19,판정 안 함
코스피 종합지수,7,아래,손절불가,뒤 절반,24,-24.93,-1.04,33.33,0.672,59.81,-26.48,1.58,-2.35,16,3.33,-5.61,-8.91,2.33,0,0,7.92,예,2003-07-18,2026-07-20,판정 안 함
코스피 종합지수,7,아래,손절불가,최근 10년,10,-2.8,-0.28,40.0,1.061,48.52,-8.52,1.69,-1.59,6,3.33,-2.71,-8.91,1.93,0,0,7.9,예,2017-07-20,2026-07-20,판정 안 함
코스피 종합지수,7,아래,손절불가,최근 5년,5,-6.08,-1.22,20.0,0.509,66.28,-46.28,0.89,-1.74,4,0.89,-2.71,-8.91,1.32,0,0,8.0,아니오,2022-07-20,2026-07-20,판정 안 함
코스피 종합지수,7,위,손절불가,전체,47,24.5,0.52,57.45,1.077,48.15,9.3,2.91,-2.7,20,9.85,-9.36,-14.16,3.64,0,0,8.51,예,1980-07-19,2026-07-20,판정 안 함
코스피 종합지수,7,위,손절불가,앞 절반,23,-0.43,-0.02,47.83,1.08,48.09,-0.26,3.72,-3.45,12,9.85,-9.36,-12.57,4.62,0,0,9.13,예,1980-07-19,2002-07-19,판정 안 함
코스피 종합지수,7,위,손절불가,뒤 절반,24,24.93,1.04,66.67,1.488,40.19,26.48,2.35,-1.58,8,5.61,-3.33,-14.16,2.33,0,0,7.92,예,2003-07-18,2026-07-20,판정 안 함
코스피 종합지수,7,위,손절불가,최근 10년,10,2.8,0.28,60.0,0.943,51.48,8.52,1.59,-1.69,4,2.71,-3.33,-14.16,1.93,0,0,7.9,예,2017-07-20,2026-07-20,판정 안 함
코스피 종합지수,7,위,손절불가,최근 5년,5,6.08,1.22,80.0,1.966,33.72,46.28,1.74,-0.89,1,2.71,-0.89,-14.16,1.32,0,0,8.0,아니오,2022-07-20,2026-07-20,판정 안 함
코스피 종합지수,8,아래,손절불가,전체,47,-17.61,-0.37,53.19,0.689,59.21,-6.02,2.54,-3.69,22,8.9,-20.33,-20.33,4.7,0,0,8.47,예,1980-08-20,2026-08-20,판정 안 함
코스피 종합지수,8,아래,손절불가,앞 절반,23,11.77,0.51,69.57,0.568,63.78,5.79,3.2,-5.64,7,8.9,-20.33,-20.33,6.0,0,0,9.17,예,1980-08-20,2002-08-20,판정 안 함
코스피 종합지수,8,아래,손절불가,뒤 절반,24,-29.38,-1.22,37.5,0.491,67.08,-29.58,1.36,-2.78,15,4.31,-8.2,-8.2,2.86,0,0,7.79,예,2003-08-20,2026-08-20,판정 안 함
코스피 종합지수,8,아래,손절불가,최근 10년,10,-12.47,-1.25,30.0,0.341,74.59,-44.59,0.71,-2.09,7,0.83,-4.53,-4.53,1.84,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
코스피 종합지수,8,아래,손절불가,최근 5년,5,-1.72,-0.34,60.0,0.369,73.07,-13.07,0.71,-1.93,2,0.83,-2.07,-2.55,1.45,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
코스피 종합지수,8,위,손절불가,전체,47,17.61,0.37,46.81,1.452,40.79,6.02,3.69,-2.54,25,20.33,-8.9,-8.9,4.7,0,0,8.47,예,1980-08-20,2026-08-20,판정 안 함
코스피 종합지수,8,위,손절불가,앞 절반,23,-11.77,-0.51,30.43,1.761,36.22,-5.79,5.64,-3.2,16,20.33,-8.9,-8.9,6.0,0,0,9.17,예,1980-08-20,2002-08-20,판정 안 함
코스피 종합지수,8,위,손절불가,뒤 절반,24,29.38,1.22,62.5,2.037,32.92,29.58,2.78,-1.36,9,8.2,-4.31,-4.43,2.86,0,0,7.79,예,2003-08-20,2026-08-20,판정 안 함
코스피 종합지수,8,위,손절불가,최근 10년,10,12.47,1.25,70.0,2.936,25.41,44.59,2.09,-0.71,3,4.53,-0.83,-2.64,1.84,0,0,7.9,예,2017-08-18,2026-08-20,판정 안 함
코스피 종합지수,8,위,손절불가,최근 5년,5,1.72,0.34,40.0,2.713,26.93,13.07,1.93,-0.71,3,2.07,-0.83,-2.64,1.45,0,0,7.8,아니오,2022-08-19,2026-08-20,판정 안 함
코스피 종합지수,9,아래,손절불가,전체,46,51.39,1.12,60.87,1.567,38.96,21.91,3.11,-1.99,18,10.46,-3.99,-4.46,3.48,0,0,7.02,예,1980-09-20,2025-09-19,판정 안 함
코스피 종합지수,9,아래,손절불가,앞 절반,23,20.45,0.89,52.17,1.619,38.18,13.99,3.93,-2.43,11,10.46,-3.99,-4.46,4.14,0,0,7.7,예,1980-09-20,2002-09-19,판정 안 함
코스피 종합지수,9,아래,손절불가,뒤 절반,23,30.95,1.35,69.57,1.93,34.13,35.44,2.5,-1.3,7,8.97,-2.53,-3.38,2.73,0,0,6.35,예,2003-09-19,2025-09-19,판정 안 함
코스피 종합지수,9,아래,손절불가,최근 10년,10,19.42,1.94,80.0,3.058,24.64,55.36,2.64,-0.86,2,8.97,-0.88,-3.02,2.95,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스피 종합지수,9,아래,손절불가,최근 5년,5,15.55,3.11,100.0,,,,3.11,,0,8.97,0.0,-3.02,3.58,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피 종합지수,9,위,손절불가,전체,46,-51.39,-1.12,39.13,0.638,61.04,-21.91,1.99,-3.11,28,3.99,-10.46,-10.46,3.48,0,0,7.02,예,1980-09-20,2025-09-19,판정 안 함
코스피 종합지수,9,위,손절불가,앞 절반,23,-20.45,-0.89,47.83,0.618,61.82,-13.99,2.43,-3.93,12,3.99,-10.46,-10.46,4.14,0,0,7.7,예,1980-09-20,2002-09-19,판정 안 함
코스피 종합지수,9,위,손절불가,뒤 절반,23,-30.95,-1.35,30.43,0.518,65.87,-35.44,1.3,-2.5,16,2.53,-8.97,-10.08,2.73,0,0,6.35,예,2003-09-19,2025-09-19,판정 안 함
코스피 종합지수,9,위,손절불가,최근 10년,10,-19.42,-1.94,20.0,0.327,75.36,-55.36,0.86,-2.64,8,0.88,-8.97,-8.97,2.95,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스피 종합지수,9,위,손절불가,최근 5년,5,-15.55,-3.11,0.0,0.0,100.0,-100.0,,-3.11,5,-0.0,-8.97,-8.97,3.58,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스피 종합지수,10,아래,손절불가,전체,46,23.74,0.52,54.35,1.169,46.1,8.25,3.37,-2.89,21,16.77,-13.9,-13.9,4.7,0,0,8.5,예,1980-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,아래,손절불가,앞 절반,23,17.45,0.76,56.52,1.182,45.82,10.7,3.84,-3.25,10,16.77,-13.9,-13.9,5.63,0,0,9.13,예,1980-10-20,2002-10-18,판정 안 함
코스피 종합지수,10,아래,손절불가,뒤 절반,23,6.29,0.27,52.17,1.122,47.13,5.04,2.87,-2.55,11,7.83,-7.68,-7.68,3.65,0,0,7.87,예,2003-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,아래,손절불가,최근 10년,10,4.73,0.47,60.0,0.899,52.65,7.35,3.05,-3.39,4,5.87,-7.68,-7.68,4.0,0,0,7.8,예,2016-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,아래,손절불가,최근 5년,5,-4.13,-0.83,60.0,0.418,70.53,-10.53,2.32,-5.54,2,4.08,-7.68,-7.68,4.69,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,위,손절불가,전체,46,-23.74,-0.52,45.65,0.855,53.9,-8.25,2.89,-3.37,25,13.9,-16.77,-22.27,4.7,0,0,8.5,예,1980-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,위,손절불가,앞 절반,23,-17.45,-0.76,43.48,0.846,54.18,-10.7,3.25,-3.84,13,13.9,-16.77,-16.77,5.63,0,0,9.13,예,1980-10-20,2002-10-18,판정 안 함
코스피 종합지수,10,위,손절불가,뒤 절반,23,-6.29,-0.27,47.83,0.891,52.87,-5.04,2.55,-2.87,12,7.68,-7.83,-22.27,3.65,0,0,7.87,예,2003-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,위,손절불가,최근 10년,10,-4.73,-0.47,40.0,1.112,47.35,-7.35,3.39,-3.05,6,7.68,-5.87,-7.43,4.0,0,0,7.8,예,2016-10-20,2025-10-20,판정 안 함
코스피 종합지수,10,위,손절불가,최근 5년,5,4.13,0.83,40.0,2.393,29.47,10.53,5.54,-2.32,3,7.68,-4.08,-4.08,4.69,0,0,7.8,아니오,2021-10-20,2025-10-20,판정 안 함
코스피 종합지수,11,아래,손절불가,전체,46,-21.17,-0.46,34.78,1.343,42.68,-7.9,3.34,-2.49,30,16.49,-13.43,-13.43,4.15,0,0,7.72,예,1980-11-20,2025-11-20,판정 안 함
코스피 종합지수,11,아래,손절불가,앞 절반,23,-3.31,-0.14,39.13,1.425,41.23,-2.1,4.04,-2.83,14,16.49,-6.68,-9.45,4.82,0,0,8.3,예,1980-11-20,2002-11-20,판정 안 함
코스피 종합지수,11,아래,손절불가,뒤 절반,23,-17.85,-0.78,30.43,1.119,47.19,-16.76,2.45,-2.19,16,4.44,-13.43,-13.43,3.43,0,0,7.13,예,2003-11-20,2025-11-20,판정 안 함
코스피 종합지수,11,아래,손절불가,최근 10년,10,5.71,0.57,50.0,2.032,32.98,17.02,2.25,-1.11,5,4.44,-1.77,-3.13,2.0,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
코스피 종합지수,11,아래,손절불가,최근 5년,5,4.54,0.91,60.0,1.705,36.97,23.03,2.49,-1.46,2,4.44,-1.77,-2.1,2.5,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
코스피 종합지수,11,위,손절불가,전체,46,21.17,0.46,65.22,0.744,57.32,7.9,2.49,-3.34,16,13.43,-16.49,-16.49,4.15,0,0,7.72,예,1980-11-20,2025-11-20,판정 안 함
코스피 종합지수,11,위,손절불가,앞 절반,23,3.31,0.14,60.87,0.702,58.77,2.1,2.83,-4.04,9,6.68,-16.49,-16.49,4.82,0,0,8.3,예,1980-11-20,2002-11-20,판정 안 함
코스피 종합지수,11,위,손절불가,뒤 절반,23,17.85,0.78,69.57,0.893,52.81,16.76,2.19,-2.45,7,13.43,-4.44,-5.93,3.43,0,0,7.13,예,2003-11-20,2025-11-20,판정 안 함
코스피 종합지수,11,위,손절불가,최근 10년,10,-5.71,-0.57,50.0,0.492,67.02,-17.02,1.11,-2.25,5,1.77,-4.44,-4.44,2.0,0,0,7.3,예,2016-11-18,2025-11-20,판정 안 함
코스피 종합지수,11,위,손절불가,최근 5년,5,-4.54,-0.91,40.0,0.587,63.03,-23.03,1.46,-2.49,3,1.77,-4.44,-4.44,2.5,0,0,7.2,아니오,2021-11-19,2025-11-20,판정 안 함
코스피 종합지수,12,아래,손절불가,전체,46,-18.77,-0.41,47.83,0.766,56.61,-8.78,2.01,-2.63,24,11.54,-7.17,-7.7,3.36,0,0,5.39,예,1980-12-20,2025-12-19,판정 안 함
코스피 종합지수,12,아래,손절불가,앞 절반,23,-7.77,-0.34,43.48,1.038,49.06,-5.58,3.08,-2.97,13,11.54,-7.17,-7.7,4.26,0,0,4.61,예,1980-12-20,2002-12-20,판정 안 함
코스피 종합지수,12,아래,손절불가,뒤 절반,23,-11.0,-0.48,52.17,0.505,66.45,-14.28,1.12,-2.23,11,4.78,-4.82,-4.97,2.21,0,0,6.17,예,2003-12-19,2025-12-19,판정 안 함
코스피 종합지수,12,아래,손절불가,최근 10년,10,-4.01,-0.4,60.0,0.413,70.77,-10.77,1.09,-2.63,4,4.15,-4.82,-4.97,2.51,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스피 종합지수,12,아래,손절불가,최근 5년,5,-2.53,-0.51,40.0,0.948,51.34,-11.34,2.17,-2.29,3,4.15,-4.82,-4.97,3.24,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
코스피 종합지수,12,위,손절불가,전체,46,18.77,0.41,52.17,1.305,43.39,8.78,2.63,-2.01,22,7.17,-11.54,-12.18,3.36,0,0,5.39,예,1980-12-20,2025-12-19,판정 안 함
코스피 종합지수,12,위,손절불가,앞 절반,23,7.77,0.34,56.52,0.963,50.94,5.58,2.97,-3.08,10,7.17,-11.54,-12.18,4.26,0,0,4.61,예,1980-12-20,2002-12-20,판정 안 함
코스피 종합지수,12,위,손절불가,뒤 절반,23,11.0,0.48,47.83,1.981,33.55,14.28,2.23,-1.12,12,4.82,-4.78,-5.37,2.21,0,0,6.17,예,2003-12-19,2025-12-19,판정 안 함
코스피 종합지수,12,위,손절불가,최근 10년,10,4.01,0.4,40.0,2.422,29.23,10.77,2.63,-1.09,6,4.82,-4.15,-4.15,2.51,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스피 종합지수,12,위,손절불가,최근 5년,5,2.53,0.51,60.0,1.055,48.66,11.34,2.29,-2.17,2,4.82,-4.15,-4.15,3.24,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,1,아래,-3.0,전체,11,2.88,0.26,36.36,2.013,33.19,3.17,5.51,-2.74,7,9.6,-4.44,-4.44,4.68,2,3,5.09,예,2016-01-20,2026-01-20,제외
KODEX 코스닥150,1,아래,-3.0,앞 절반,5,0.14,0.03,40.0,1.527,39.57,0.43,3.78,-2.47,3,6.46,-3.29,-3.29,4.0,1,1,5.6,아니오,2016-01-20,2020-01-20,판정 안 함
KODEX 코스닥150,1,아래,-3.0,뒤 절반,6,2.74,0.46,33.33,2.466,28.85,4.48,7.25,-2.94,4,9.6,-4.44,-4.44,5.56,1,2,4.67,아니오,2021-01-20,2026-01-20,판정 안 함
